ID_OREGANO:11605	HPO	UMLS	MSH	SNOMEDCT_US	MEDDRA	FYLER	NCIT	COHD	EFO	ICD10	ICD9	ICD-10	EPCC	DOID	MONDO	ICD-O	MP	MPATH	PMID	ORPHA	SNOMED_CT	ICD-9
PHENOTYPE:8321	HP:0011925	C4020737;C4023125																				
PHENOTYPE:8322	HP:0011926	C4021110																				
PHENOTYPE:8323	HP:0011927	C1860176;C4023124																				
PHENOTYPE:8324	HP:0011928	C4023123																				
PHENOTYPE:8325	HP:0011929	C4023122																				
PHENOTYPE:8326	HP:0011930	C4021836																				
PHENOTYPE:8327	HP:0011931	C4023121																				
PHENOTYPE:8328	HP:0011932	C4023120																				
PHENOTYPE:8329	HP:0011933	C3810214;C4021109																				
PHENOTYPE:8330	HP:0011934	C4023119																				
PHENOTYPE:8331	HP:0011935	C4023118																				
PHENOTYPE:8332	HP:0011936	C4023117																				
PHENOTYPE:8333	HP:0011937	C4023116																				
PHENOTYPE:8334	HP:0011939	C4023115																				
PHENOTYPE:8335	HP:0011940	C4021108																				
PHENOTYPE:8336	HP:0011941	C4023114																				
PHENOTYPE:8337	HP:0011942	C1848957																				
PHENOTYPE:8338	HP:0011943	C3148695																				
PHENOTYPE:8339	HP:0011944	C4023113																				
PHENOTYPE:8340	HP:0011945	C0242770	D018549	129458007																		
PHENOTYPE:8341	HP:0011946	C0006272;C2350875	D001989	40100001																		
PHENOTYPE:8342	HP:0011947	C0035243	D012141	275498002																		
PHENOTYPE:8343	HP:0011948	C1442786																				
PHENOTYPE:8344	HP:0011949	C4023112																				
PHENOTYPE:8345	HP:0011950	C0006271	D001988	4120002																		
PHENOTYPE:8346	HP:0011951	C0032290	D011015	422588002																		
PHENOTYPE:8347	HP:0011952	C4023111		35031000119100																		
PHENOTYPE:8348	HP:0011953	C0519063																				
PHENOTYPE:8349	HP:0011954	C1318485		65860006;715140008																		
PHENOTYPE:8350	HP:0011955	C4023110																				
PHENOTYPE:8351	HP:0011956	C4023109																				
PHENOTYPE:8352	HP:0011957	C4023108																				
PHENOTYPE:8353	HP:0011958	C0035321	D012167	232003005;302888003;40024006;95690009																		
PHENOTYPE:8354	HP:0011959	C4023107																				
PHENOTYPE:8355	HP:0011960	C1846865																				
PHENOTYPE:8356	HP:0011961	C4021107																				
PHENOTYPE:8357	HP:0011962	C4023106																				
PHENOTYPE:8358	HP:0011963	C4023105																				
PHENOTYPE:8359	HP:0011964	C4023104																				
PHENOTYPE:8360	HP:0011965	C4023103																				
PHENOTYPE:8361	HP:0011966	C4023102																				
PHENOTYPE:8362	HP:0011967	C0268070		19577007																		
PHENOTYPE:8363	HP:0011968	C0232466		78164000																		
PHENOTYPE:8364	HP:0011969	C4023101																				
PHENOTYPE:8365	HP:0011970	C0085220	D016657	230724001																		
PHENOTYPE:8366	HP:0011971	C0343065		402410006;402601007;7632005																		
PHENOTYPE:8367	HP:0011972	C0598121																				
PHENOTYPE:8368	HP:0011973	C1847507																				
PHENOTYPE:8369	HP:0011974	C0026987		52967002																		
PHENOTYPE:8370	HP:0011975	C4023100																				
PHENOTYPE:8371	HP:0011976	C0241577																				
PHENOTYPE:8372	HP:0011977	C4020736																				
PHENOTYPE:8373	HP:0011978	C4020735																				
PHENOTYPE:8374	HP:0011979	C4023099																				
PHENOTYPE:8375	HP:0011980	C0856727																				
PHENOTYPE:8376	HP:0011981	C3278865																				
PHENOTYPE:8377	HP:0011982	C4023098																				
PHENOTYPE:8378	HP:0011983	C4023097																				
PHENOTYPE:8379	HP:0011984	C3277945																				
PHENOTYPE:8380	HP:0011985	C2675627		70396004																		
PHENOTYPE:8381	HP:0011986	C0029396	D009999	128491006	"10065453 ""Ectopic ossification"""																	
PHENOTYPE:8382	HP:0011987	C4023096																				
PHENOTYPE:8383	HP:0011988	C4023095																				
PHENOTYPE:8384	HP:0011989	C4023094																				
PHENOTYPE:8385	HP:0011990	C4023093																				
PHENOTYPE:8386	HP:0011991	C4023092																				
PHENOTYPE:8387	HP:0011992	C4023091																				
PHENOTYPE:8388	HP:0011993	C4023090																				
PHENOTYPE:8389	HP:0011994	C0344722		253363004		2002																
PHENOTYPE:8390	HP:0011995	C0521533		95440004																		
PHENOTYPE:8391	HP:0011996	C4021106																				
PHENOTYPE:8392	HP:0011997	C4023089																				
PHENOTYPE:8393	HP:0011998	C1855520	D006943																			
PHENOTYPE:8394	HP:0011999	C1456784	D010259	191667009																		
PHENOTYPE:8395	HP:0012000	C2206531																				
PHENOTYPE:8396	HP:0012001	C4023088																				
PHENOTYPE:8397	HP:0012002	C4023087																				
PHENOTYPE:8398	HP:0012003	C4023086																				
PHENOTYPE:8399	HP:0012004	C4023085																				
PHENOTYPE:8400	HP:0012005	C0011194	D003690	313005																		
PHENOTYPE:8401	HP:0012006	C0233803		28249008																		
PHENOTYPE:8402	HP:0012007	C4023084																				
PHENOTYPE:8403	HP:0012008	C4023083																				
PHENOTYPE:8404	HP:0012009	C4023082																				
PHENOTYPE:8405	HP:0012010	C4023081																				
PHENOTYPE:8406	HP:0012011	C4023080																				
PHENOTYPE:8407	HP:0012012	C4023079																				
PHENOTYPE:8408	HP:0012013	C4023078																				
PHENOTYPE:8409	HP:0012014	C4023077																				
PHENOTYPE:8410	HP:0012015	C4023076																				
PHENOTYPE:8411	HP:0012016	C4023075																				
PHENOTYPE:8412	HP:0012017	C4023074																				
PHENOTYPE:8413	HP:0012018	C4023073																				
PHENOTYPE:8414	HP:0012019	C0023309	D007906																			
PHENOTYPE:8415	HP:0012020	C0035615		111321007;244229003		2720																
PHENOTYPE:8416	HP:0012021	C4023072																				
PHENOTYPE:8417	HP:0012022	C0344688	C562830	253330006																		
PHENOTYPE:8418	HP:0012023	C0268157		71690006																		
PHENOTYPE:8419	HP:0012024	C0016952;C4023071	D005693	190745006;190749000																		
PHENOTYPE:8420	HP:0012025	C4023070																				
PHENOTYPE:8421	HP:0012026	C0599035	D015799	276426004;33985005																		
PHENOTYPE:8422	HP:0012027	C0023052	D007819	51599000																		
PHENOTYPE:8423	HP:0012028	C0206669	D018248	424263008;78058005														"353 ""hepatocellular adenoma"""				
PHENOTYPE:8424	HP:0012029	C4023069																				
PHENOTYPE:8425	HP:0012030	C4023068																				
PHENOTYPE:8426	HP:0012031	C0206631	D018205	115227001;254827004;254831005														"415 ""lipomatous tumor"""				
PHENOTYPE:8427	HP:0012032	C0023798	D008067	46720004;93163002	"10024612 ""Lipoma"""													"417 ""lipoma"""				
PHENOTYPE:8428	HP:0012033	C4021835																				
PHENOTYPE:8429	HP:0012034	C0023827	D008080	254829001;49430005														"418 ""Liposarcoma"""				
PHENOTYPE:8430	HP:0012035	C0259771	D062685	109433009																		
PHENOTYPE:8431	HP:0012036	C4023067																				
PHENOTYPE:8432	HP:0012037	C4023066																				
PHENOTYPE:8433	HP:0012038	C0271288		373424008																		
PHENOTYPE:8434	HP:0012039	C0155116		193821003																		
PHENOTYPE:8435	HP:0012040	C0474444		373430008																		
PHENOTYPE:8436	HP:0012041	C0151640																				
PHENOTYPE:8437	HP:0012042	C1319853	D055963	407674008																		
PHENOTYPE:8438	HP:0012043	C0271388;C4020734	D009759	35743001																		
PHENOTYPE:8439	HP:0012044	C0344243	D009759	95782001																		
PHENOTYPE:8440	HP:0012045	C0423414		247138002																		
PHENOTYPE:8441	HP:0012046	C2674177																				
PHENOTYPE:8442	HP:0012047	C0018975	D014786	399323001																		
PHENOTYPE:8443	HP:0012048	C2242577																				
PHENOTYPE:8444	HP:0012049	C1963946		3331000119108																		
PHENOTYPE:8445	HP:0012050	C0151603	D004487	16740003;442433009																		
PHENOTYPE:8446	HP:0012051	C0271710	D007003	237638000;317006																		
PHENOTYPE:8447	HP:0012052	C4023065																				
PHENOTYPE:8448	HP:0012053	C4023064																				
PHENOTYPE:8449	HP:0012054	C0346388		255021005			C3224															
PHENOTYPE:8450	HP:0012055	C0346379		255015006			C3224															
PHENOTYPE:8451	HP:0012056	C0025202	D008545	2092003;372244006			C3224															
PHENOTYPE:8452	HP:0012057	C0334438		254730000;55320002																		
PHENOTYPE:8453	HP:0012058	C0334424		2142002;254731001																		
PHENOTYPE:8454	HP:0012059	C2739810		302837001;44474009																		
PHENOTYPE:8455	HP:0012060	C0346037		16974005;254732008																		
PHENOTYPE:8456	HP:0012061	C2673302																				
PHENOTYPE:8457	HP:0012062	C0005937	D001845	112643007;203465002;203467005;66954000																		
PHENOTYPE:8458	HP:0012063	C0152244	D017824	203468000;76000001																		
PHENOTYPE:8459	HP:0012064	C4082185		112643007;203467005																		
PHENOTYPE:8460	HP:0012065	C4023063																				
PHENOTYPE:8461	HP:0012066	C4023062																				
PHENOTYPE:8462	HP:0012067	C4023061																				
PHENOTYPE:8463	HP:0012068	C0268225	D054880	54954004																		
PHENOTYPE:8464	HP:0012069	C4023060																				
PHENOTYPE:8465	HP:0012070	C4023059																				
PHENOTYPE:8466	HP:0012071	C4020733;C4023058																				
PHENOTYPE:8467	HP:0012072	C0278026		21806007																		
PHENOTYPE:8468	HP:0012073	C4023057																				
PHENOTYPE:8469	HP:0012074	C0040416	D015845	24225004																		
PHENOTYPE:8470	HP:0012075	C0031212	D010554	33449004								"F60 ""Specific personality disorders"""										
PHENOTYPE:8471	HP:0012076	C0006012	D001883	20010003								"F60.3 ""Emotionally unstable personality disorder, borderline type"""										
PHENOTYPE:8472	HP:0012077	C0019681	D006677	55341008								"F60.4 ""Histrionic personality disorder"""										
PHENOTYPE:8473	HP:0012078	C4023056																				
PHENOTYPE:8474	HP:0012079	C4023055																				
PHENOTYPE:8475	HP:0012080	C4023054																				
PHENOTYPE:8476	HP:0012081	C3278024																				
PHENOTYPE:8477	HP:0012082	C4023053																				
PHENOTYPE:8478	HP:0012083	C4023052																				
PHENOTYPE:8479	HP:0012084	C4023051																				
PHENOTYPE:8480	HP:0012085	C0034359	D011776	275765006;4800001																		
PHENOTYPE:8481	HP:0012086	C0522153		102867009;167239007																		
PHENOTYPE:8482	HP:0012087	C4023050																				
PHENOTYPE:8483	HP:0012088	C0278045		8769003																		
PHENOTYPE:8484	HP:0012089	C0003860	D001167	52089001																		
PHENOTYPE:8485	HP:0012090	C4023049																				
PHENOTYPE:8486	HP:0012091	C4023048																				
PHENOTYPE:8487	HP:0012092	C4021103																				
PHENOTYPE:8488	HP:0012093	C4023047																				
PHENOTYPE:8489	HP:0012094	C4023046																				
PHENOTYPE:8490	HP:0012095	C0332792		287096003;34277002																		
PHENOTYPE:8491	HP:0012096	C4023045																				
PHENOTYPE:8492	HP:0012097	C4023044																				
PHENOTYPE:8493	HP:0012098	C2919341		445124008																		
PHENOTYPE:8494	HP:0012099	C4021102																				
PHENOTYPE:8495	HP:0012100	C4021101																				
PHENOTYPE:8496	HP:0012101	C0428282		166715006																		
PHENOTYPE:8497	HP:0012102	C4023043																				
PHENOTYPE:8498	HP:0012103	C4020732;C4023042																				
PHENOTYPE:8499	HP:0012104	C4023041																				
PHENOTYPE:8500	HP:0012105	C4023040																				
PHENOTYPE:8501	HP:0012106	C4023039																				
PHENOTYPE:8502	HP:0012107	C4021100																				
PHENOTYPE:8503	HP:0012108	C0339573	C562750	77075001																		
PHENOTYPE:8504	HP:0012109	C0017606		392288006																		
PHENOTYPE:8505	HP:0012110	C1848529																				
PHENOTYPE:8506	HP:0012111	C4023038																				
PHENOTYPE:8507	HP:0012112	C4023037																				
PHENOTYPE:8508	HP:0012113	C4020731																				
PHENOTYPE:8509	HP:0012114	C0476089	D016889	254878006																		
PHENOTYPE:8510	HP:0012115	C0019158	D006505	128241005																		
PHENOTYPE:8511	HP:0012116	C4023036																				
PHENOTYPE:8512	HP:0012117	C1142113		119248009																		
PHENOTYPE:8513	HP:0012118	C0595989		276975007																		
PHENOTYPE:8514	HP:0012119	C0025637	D008708	131171006;38959009																		
PHENOTYPE:8515	HP:0012120	C1855119	C537358																			
PHENOTYPE:8516	HP:0012121	C0030343	D015864	75614007																		
PHENOTYPE:8517	HP:0012122	C0701807		4927003																		
PHENOTYPE:8518	HP:0012123	C0008526;C0042167	D002833;D015866	16553002;43363007																		
PHENOTYPE:8519	HP:0012124	C0042166	D015867	314429009																		
PHENOTYPE:8520	HP:0012125	C0376358	D011471	399068003																		
PHENOTYPE:8521	HP:0012126	C0699791		372143007																		
PHENOTYPE:8522	HP:0012127	C4021833																				
PHENOTYPE:8523	HP:0012128	C4023035																				
PHENOTYPE:8524	HP:0012129	C4023034																				
PHENOTYPE:8525	HP:0012130	C4020862																				
PHENOTYPE:8526	HP:0012131	C4023033																				
PHENOTYPE:8527	HP:0012132	C0014800;C1838111;C3552917																				
PHENOTYPE:8528	HP:0012133	C0178416;C0542035	D000741	167923006;41614006																		
PHENOTYPE:8529	HP:0012134	C4023032																				
PHENOTYPE:8530	HP:0012135	C4023031																				
PHENOTYPE:8531	HP:0012136	C4023030																				
PHENOTYPE:8532	HP:0012137	C4023029																				
PHENOTYPE:8533	HP:0012138	C4023028																				
PHENOTYPE:8534	HP:0012139	C1534864		416627004																		
PHENOTYPE:8535	HP:0012142	C2675993																				
PHENOTYPE:8536	HP:0012143	C4023026																				
PHENOTYPE:8537	HP:0012144	C4023025																				
PHENOTYPE:8538	HP:0012145	C4023024																				
PHENOTYPE:8539	HP:0012146	C4023023																				
PHENOTYPE:8540	HP:0012147	C1841816;C4023022																				
PHENOTYPE:8541	HP:0012148	C4023021																				
PHENOTYPE:8542	HP:0012149	C4023020																				
PHENOTYPE:8543	HP:0012150	C4023019																				
PHENOTYPE:8544	HP:0012151	C0019123	D006491	31892009																		
PHENOTYPE:8545	HP:0012152	C2674407																				
PHENOTYPE:8546	HP:0012153	C0542037																				
PHENOTYPE:8547	HP:0012154	C0178417	D059445	247796005;28669007																		
PHENOTYPE:8548	HP:0012155	C0271292;C0859996		373433005																		
PHENOTYPE:8549	HP:0012156	C0876991		61070002																		
PHENOTYPE:8550	HP:0012157	C4023018																				
PHENOTYPE:8551	HP:0012158	C0338585																				
PHENOTYPE:8552	HP:0012159	C0751815	D020215	705066004																		
PHENOTYPE:8553	HP:0012160	C4023017																				
PHENOTYPE:8554	HP:0012161	C4023016																				
PHENOTYPE:8555	HP:0012162	C4023015																				
PHENOTYPE:8556	HP:0012163	C0340639		233988005																		
PHENOTYPE:8557	HP:0012164	C0232766	D020820	32838008																		
PHENOTYPE:8558	HP:0012165	C3887496																				
PHENOTYPE:8559	HP:0012166	C1696701										"F63.3 ""Trichotillomania"""										
PHENOTYPE:8560	HP:0012167	C0040953	D014256	17155009																		
PHENOTYPE:8561	HP:0012168	C0018672	D019956	43954004																		
PHENOTYPE:8562	HP:0012169	C0424375		248072009																		
PHENOTYPE:8563	HP:0012170	C0027338	D009259	37298006								F98.8										
PHENOTYPE:8564	HP:0012171	C4023014																				
PHENOTYPE:8565	HP:0012172	C4023013																				
PHENOTYPE:8566	HP:0012173	C4021099																				
PHENOTYPE:8567	HP:0012174	C1621958	D005909	393563007;63634009																		
PHENOTYPE:8568	HP:0012175	C0600433	D020016	421527008																		
PHENOTYPE:8569	HP:0012176	C4021098																				
PHENOTYPE:8570	HP:0012177	C4023012																				
PHENOTYPE:8571	HP:0012178	C1839969																				
PHENOTYPE:8572	HP:0012179	C1851915;C4023011;C4072883																				
PHENOTYPE:8573	HP:0012180	C0392775	C536230	234021009;42182000;45894003																		
PHENOTYPE:8574	HP:0012181	C1510429	D009408	45781009																		
PHENOTYPE:8575	HP:0012182	C0280313		423464009;707585008																		
PHENOTYPE:8576	HP:0012183	C4023010																				
PHENOTYPE:8577	HP:0012184	C0342883	C564591	238080004																		
PHENOTYPE:8578	HP:0012185	C4023009																				
PHENOTYPE:8579	HP:0012186	C4023008																				
PHENOTYPE:8580	HP:0012187	C4023007																				
PHENOTYPE:8581	HP:0012188	C0020450	D006939	14094001																		
PHENOTYPE:8582	HP:0012189	C0019829	D006689	118599009;118602004;118605002;118606001;14537002;46923007;70600005;74189002																		
PHENOTYPE:8583	HP:0012190	C0079772	D016399	109978004;3172003																		
PHENOTYPE:8584	HP:0012191	C0079731	D016393	109979007;1929004;413616009																		
PHENOTYPE:8585	HP:0012192	C0079773	D016410	28054005;400122007																		
PHENOTYPE:8586	HP:0012193	C0206180	D017728	277637000;53237008																		
PHENOTYPE:8587	HP:0012194	C1863061																				
PHENOTYPE:8588	HP:0012195	C0425492		248585001																		
PHENOTYPE:8589	HP:0012196	C0008039;C1313952	D002639	271824009;309155007																		
PHENOTYPE:8590	HP:0012197	C0021670	D007340	25324008;302822000																		
PHENOTYPE:8591	HP:0012198	C4023006																				
PHENOTYPE:8592	HP:0012199	C0009088	D003027	193031009;193947008;230473009								"G44.0 ""Cluster headache syndrome"""										
PHENOTYPE:8593	HP:0012200	C4023005																				
PHENOTYPE:8594	HP:0012202	C4023004																				
PHENOTYPE:8595	HP:0012203	C0040261	D014009	414941008																		
PHENOTYPE:8596	HP:0012204	C4023003																				
PHENOTYPE:8597	HP:0012205	C0403825	D000072660	236818008																		
PHENOTYPE:8598	HP:0012206	C0855512																				
PHENOTYPE:8599	HP:0012207	C4023002																				
PHENOTYPE:8600	HP:0012208	C4023001																				
PHENOTYPE:8601	HP:0012209	C0349639	D054429	128832006;277587001;445227008																		
PHENOTYPE:8602	HP:0012210	C0266292		44513007		4512																
PHENOTYPE:8603	HP:0012211	C0151746		39539005																		
PHENOTYPE:8604	HP:0012212	C0854050																				
PHENOTYPE:8605	HP:0012213	C0853068																				
PHENOTYPE:8606	HP:0012214	C0856948																				
PHENOTYPE:8607	HP:0012215	C1864873	C566478	117261000119108																		
PHENOTYPE:8608	HP:0012216	C0393890		230635000																		
PHENOTYPE:8609	HP:0012217	C4023000																				
PHENOTYPE:8610	HP:0012218	C0206657	D018234	404056007;88195001																		
PHENOTYPE:8611	HP:0012219	C0014743	D004893	32861005																		
PHENOTYPE:8612	HP:0012220	C4022999																				
PHENOTYPE:8613	HP:0012221	C0432321	C535494	67653003																		
PHENOTYPE:8614	HP:0012222	C4022998																				
PHENOTYPE:8615	HP:0012223	C0038000	D013161	234506007																		
PHENOTYPE:8616	HP:0012224	C3887628																				
PHENOTYPE:8617	HP:0012225	C4022997;C4280316																				
PHENOTYPE:8618	HP:0012226	C0280131		716077006			C3403															
PHENOTYPE:8619	HP:0012227	C0041974	D014525	236647003;76618002																		
PHENOTYPE:8620	HP:0012228	C0033893	D018781	398057008;66551002								"G44.2 ""Tension-type headache"""										
PHENOTYPE:8621	HP:0012229	C0151857	D007964	91454002																		
PHENOTYPE:8622	HP:0012230	C0271055		19620000																		
PHENOTYPE:8623	HP:0012231	C0154822		38599001																		
PHENOTYPE:8624	HP:0012232	C0151879		77867006																		
PHENOTYPE:8625	HP:0012233	C0240412		262969000																		
PHENOTYPE:8626	HP:0012234	C0702094																				
PHENOTYPE:8627	HP:0012235	C0272178		47318007																		
PHENOTYPE:8628	HP:0012236	C1856646																				
PHENOTYPE:8629	HP:0012237	C0268514	C536479	60952007																		
PHENOTYPE:8630	HP:0012238	C1535978																				
PHENOTYPE:8631	HP:0012239	C0521802	C538259	111571009																		
PHENOTYPE:8632	HP:0012240	C4020730																				
PHENOTYPE:8633	HP:0012241	C1851107																				
PHENOTYPE:8634	HP:0012242	C1851108																				
PHENOTYPE:8635	HP:0012243	C4021096																				
PHENOTYPE:8636	HP:0012244	C4022996																				
PHENOTYPE:8637	HP:0012245	C4022995																				
PHENOTYPE:8638	HP:0012246	C0028866	D015840	388980004																		
PHENOTYPE:8639	HP:0012247	C4022994																				
PHENOTYPE:8640	HP:0012248	C0600125		164947007																		
PHENOTYPE:8641	HP:0012249	C4022993																				
PHENOTYPE:8642	HP:0012250	C0520887		26141007;429622005																		
PHENOTYPE:8643	HP:0012251	C0520886		164931005;76388001																		
PHENOTYPE:8644	HP:0012252	C4022992				4235																
PHENOTYPE:8645	HP:0012253	C4022991																				
PHENOTYPE:8646	HP:0012254	C0553580	D012512	76909002																		
PHENOTYPE:8647	HP:0012255	C4022990																				
PHENOTYPE:8648	HP:0012256	C4022989																				
PHENOTYPE:8649	HP:0012257	C4022988																				
PHENOTYPE:8650	HP:0012258	C4022987																				
PHENOTYPE:8651	HP:0012259	C4022986																				
PHENOTYPE:8652	HP:0012260	C4022985																				
PHENOTYPE:8653	HP:0012261	C4022984																				
PHENOTYPE:8654	HP:0012262	C4022983																				
PHENOTYPE:8655	HP:0012263	C1855672																				
PHENOTYPE:8656	HP:0012264	C4022982																				
PHENOTYPE:8657	HP:0012265	C0008780	D002925	86204009																		
PHENOTYPE:8658	HP:0012266	C1998313		428550008																		
PHENOTYPE:8659	HP:0012267	C4022981																				
PHENOTYPE:8660	HP:0012268	C0206634	D018208	27849002;404069006																		
PHENOTYPE:8661	HP:0012269	C4022980																				
PHENOTYPE:8662	HP:0012270	C4022979																				
PHENOTYPE:8663	HP:0012271	C4022978																				
PHENOTYPE:8664	HP:0012272	C4018858																				
PHENOTYPE:8665	HP:0012273	C4022977																				
PHENOTYPE:8666	HP:0012274	C4022976																				
PHENOTYPE:8667	HP:0012275	C4022975																				
PHENOTYPE:8668	HP:0012276	C4022974																				
PHENOTYPE:8669	HP:0012277	C4022973																				
PHENOTYPE:8670	HP:0012278	C4022972																				
PHENOTYPE:8671	HP:0012279	C4022971																				
PHENOTYPE:8672	HP:0012280	C0267839		9551004																		
PHENOTYPE:8673	HP:0012281	C0008732	D002915	52985009																		
PHENOTYPE:8674	HP:0012282	C0234918		247470007;50495000																		
PHENOTYPE:8675	HP:0012283	C4022970																				
PHENOTYPE:8676	HP:0012284	C4022969																				
PHENOTYPE:8677	HP:0012285	C4022968																				
PHENOTYPE:8678	HP:0012286	C4021095																				
PHENOTYPE:8679	HP:0012287	C4022967																				
PHENOTYPE:8680	HP:0012288	C0018671;C0278996	D006258	255055008;255056009																		
PHENOTYPE:8681	HP:0012289	C0015461	D005153	126632002			C3262															
PHENOTYPE:8682	HP:0012292	C4022966																				
PHENOTYPE:8683	HP:0012293	C4022965																				
PHENOTYPE:8684	HP:0012294	C4022964																				
PHENOTYPE:8685	HP:0012295	C4022963																				
PHENOTYPE:8686	HP:0012296	C4022962																				
PHENOTYPE:8687	HP:0012297	C4022961																				
PHENOTYPE:8688	HP:0012298	C4022960																				
PHENOTYPE:8689	HP:0012299	C4021865																				
PHENOTYPE:8690	HP:0012300	C4022959																				
PHENOTYPE:8691	HP:0012301	C4021094																				
PHENOTYPE:8692	HP:0012302	C0276226	D020803	428638009																		
PHENOTYPE:8693	HP:0012303	C3163801		448742006		2700																
PHENOTYPE:8694	HP:0012304	C0265881		60787001		2704																
PHENOTYPE:8695	HP:0012305	C4022958																				
PHENOTYPE:8696	HP:0012306	C4022957																				
PHENOTYPE:8697	HP:0012307	C1856637																				
PHENOTYPE:8698	HP:0012308	C4021093																				
PHENOTYPE:8699	HP:0012309	C0268397	C562642	201337008;281882003;282834007;718105008																		
PHENOTYPE:8700	HP:0012310	C0580319		165540007;165541006																		
PHENOTYPE:8701	HP:0012311	C0085702		19636003																		
PHENOTYPE:8702	HP:0012312	C0427544		165539005																		
PHENOTYPE:8703	HP:0012313	C0018862		371598009																		
PHENOTYPE:8704	HP:0012314	C0263780		20243008																		
PHENOTYPE:8705	HP:0012315	C1509147	D051642	128741006;302843004																		
PHENOTYPE:8706	HP:0012316	C0206643	D018218																			
PHENOTYPE:8707	HP:0012317	C0748473	C563037																			
PHENOTYPE:8708	HP:0012318	C0007863		71760005																		
PHENOTYPE:8709	HP:0012319	C4022956																				
PHENOTYPE:8710	HP:0012320	C4022955																				
PHENOTYPE:8711	HP:0012321	C1833429		237960000																		
PHENOTYPE:8712	HP:0012322	C0263006		83341004																		
PHENOTYPE:8713	HP:0012323	C0751352	D009207	34101000119105																		
PHENOTYPE:8714	HP:0012324	C0023470	D007951	128934006;188732008;37810007																		
PHENOTYPE:8715	HP:0012325	C0023480	D015477	127225006;128831004																		
PHENOTYPE:8716	HP:0012326	C4022954																				
PHENOTYPE:8717	HP:0012327	C0152098;C4020693		9250002																		
PHENOTYPE:8718	HP:0012328	C0007659	D002485	23255001;37258009																		
PHENOTYPE:8719	HP:0012329	C0346073	C536924	254786000;705155008																		
PHENOTYPE:8720	HP:0012330	C0034186	D011704	45816000																		
PHENOTYPE:8721	HP:0012331	C4022953																				
PHENOTYPE:8722	HP:0012332	C4022952																				
PHENOTYPE:8723	HP:0012333	C4021092																				
PHENOTYPE:8724	HP:0012334	C0005398	D001651	20719006;8262006																		
PHENOTYPE:8725	HP:0012335	C4022951																				
PHENOTYPE:8726	HP:0012337	C4022950															"0001764 ""Abnormal homeostasis"""					
PHENOTYPE:8727	HP:0012338	C4022949																				
PHENOTYPE:8728	HP:0012339	C4022948																				
PHENOTYPE:8729	HP:0012340	C4022947																				
PHENOTYPE:8730	HP:0012341	C0344452	D015175	253010003																		
PHENOTYPE:8731	HP:0012342	C0344453	D015175	253011004																		
PHENOTYPE:8732	HP:0012343	C0241012																				
PHENOTYPE:8733	HP:0012344	C1527383	D012594	201049004																		
PHENOTYPE:8734	HP:0012345	C4022946																				
PHENOTYPE:8735	HP:0012346	C4022945																				
PHENOTYPE:8736	HP:0012347	C4022944																				
PHENOTYPE:8737	HP:0012348	C4022943																				
PHENOTYPE:8738	HP:0012349	C4022942																				
PHENOTYPE:8739	HP:0012350	C4022941																				
PHENOTYPE:8740	HP:0012351	C4022940																				
PHENOTYPE:8741	HP:0012352	C4022939																				
PHENOTYPE:8742	HP:0012353	C4022938																				
PHENOTYPE:8743	HP:0012354	C4022937																				
PHENOTYPE:8744	HP:0012355	C4022936																				
PHENOTYPE:8745	HP:0012356	C4022935																				
PHENOTYPE:8746	HP:0012357	C4022934																				
PHENOTYPE:8747	HP:0012358	C4022933																				
PHENOTYPE:8748	HP:0012359	C4022932																				
PHENOTYPE:8749	HP:0012360	C4022931																				
PHENOTYPE:8750	HP:0012361	C4022930																				
PHENOTYPE:8751	HP:0012362	C4022929																				
PHENOTYPE:8752	HP:0012363	C4022928																				
PHENOTYPE:8753	HP:0012364	C0268024		54781007																		
PHENOTYPE:8754	HP:0012365	C0268077		91632005																		
PHENOTYPE:8755	HP:0012366	C3887851																				
PHENOTYPE:8756	HP:0012367	C4022927																				
PHENOTYPE:8757	HP:0012368	C1853241																				
PHENOTYPE:8758	HP:0012370	C0375511;C1997760;C4082245		427888001																		
PHENOTYPE:8759	HP:0012371	C0240309																				
PHENOTYPE:8760	HP:0012372	C4022925				4863																
PHENOTYPE:8761	HP:0012373	C4022924																				
PHENOTYPE:8762	HP:0012375	C0271298		8148005																		
PHENOTYPE:8763	HP:0012376	C0266541		35272001																		
PHENOTYPE:8764	HP:0012377	C0018979	D006423	77674003																		
PHENOTYPE:8765	HP:0012378	C0015672	D005221	248274002;84229001																		
PHENOTYPE:8766	HP:0012379	C4022922																				
PHENOTYPE:8767	HP:0012380	C4022921																				
PHENOTYPE:8768	HP:0012381	C4022920																				
PHENOTYPE:8769	HP:0012382	C0428870		66130006																		
PHENOTYPE:8770	HP:0012383	C0428872		13352000																		
PHENOTYPE:8771	HP:0012384	C0035455;C2718128	D012220	70076002																		
PHENOTYPE:8772	HP:0012385	C0685409		29271008																		
PHENOTYPE:8773	HP:0012386	C1841686																				
PHENOTYPE:8774	HP:0012387	C0006277	D001991	32398004																		
PHENOTYPE:8775	HP:0012388	C0149514		10509002;35301006																		
PHENOTYPE:8776	HP:0012389	C4022919																				
PHENOTYPE:8777	HP:0012390	C0016167	D005401	20928004;30037006																		
PHENOTYPE:8778	HP:0012391	C1836835																				
PHENOTYPE:8779	HP:0012392	C4022918																				
PHENOTYPE:8780	HP:0012393	C1527304	D006967	419076005																		
PHENOTYPE:8781	HP:0012394	C4022917																				
