ID_OREGANO:2714	SIDER	NAME
INDICATION:619	C0038220	Status Epilepticus
INDICATION:620	C0239981	Hypoalbuminemia
INDICATION:621	C0311335	Grand Mal Status Epilepticus
INDICATION:622	C0751494	Convulsive Seizures
INDICATION:623	C0149893	Secondary glaucoma
INDICATION:624	C0154946	Acute angle-closure glaucoma
INDICATION:625	C0339573	Glaucoma, Primary Open Angle
INDICATION:626	C0857070	Chronic open angle glaucoma
INDICATION:627	C0002893	Refractory anemias
INDICATION:628	C0002894	Refractory anaemia with excess blasts
INDICATION:629	C0023480	Leukemia, Myelomonocytic, Chronic
INDICATION:630	C0024115	Lung diseases
INDICATION:631	C0027022	Myeloproliferative disease
INDICATION:632	C0027947	Neutropenia
INDICATION:633	C0280028	Refractory anemia with excess blasts in transformation
INDICATION:634	C0334044	Dysplasia
INDICATION:635	C0002878	Anemia, Hemolytic
INDICATION:636	C0003872	Arthritis, Psoriatic
INDICATION:637	C0005138	Berylliosis
INDICATION:638	C0008513	Chorioretinitis
INDICATION:639	C0008526	Choroiditis
INDICATION:640	C0009324	Ulcerative Colitis
INDICATION:641	C0009326	Collagen Diseases
INDICATION:642	C0009766	Allergic Conjunctivitis
INDICATION:643	C0011606	Exfoliative dermatitis
INDICATION:644	C0011615	Dermatitis, Atopic
INDICATION:645	C0011616	Contact Dermatitis
INDICATION:646	C0011633	Dermatomyositis
INDICATION:647	C0013182	Drug Allergy
INDICATION:648	C0014335	Enteritis
INDICATION:649	C0014488	Epicondylitis
INDICATION:650	C0017178	Gastrointestinal Diseases
INDICATION:651	C0019364	Herpes Zoster Ophthalmicus
INDICATION:652	C0020437	Hypercalcemia
INDICATION:653	C0022073	Iridocyclitis
INDICATION:654	C0022081	Iritis
INDICATION:655	C0022568	Keratitis
INDICATION:656	C0023052	Laryngeal Edema
INDICATION:657	C0024141	Lupus Erythematosus, Systemic
INDICATION:658	C0026948	Mycosis Fungoides
INDICATION:659	C0027726	Nephrotic Syndrome
INDICATION:660	C0029077	Ophthalmia, Sympathetic
INDICATION:661	C0029134	Optic Neuritis
INDICATION:662	C0030807	Pemphigus
INDICATION:663	C0033687	Proteinuria
INDICATION:664	C0035439	Rheumatic Heart Disease
INDICATION:665	C0035457	Rhinitis, Allergic, Perennial
INDICATION:666	C0036202	Sarcoidosis
INDICATION:667	C0036508	Seborrheic dermatitis
INDICATION:668	C0038325	Stevens-Johnson Syndrome
INDICATION:669	C0039103	Synovitis
INDICATION:670	C0039520	Tenosynovitis
INDICATION:671	C0040896	Trichinellosis
INDICATION:672	C0041318	Tuberculosis, Meningeal
INDICATION:673	C0041327	Tuberculosis, Pulmonary
INDICATION:674	C0041948	Uremia
INDICATION:675	C0042167	Uveitis, Posterior
INDICATION:676	C0043117	Purpura, Thrombocytopenic, Idiopathic
INDICATION:677	C0085655	Polymyositis
INDICATION:678	C0085932	Skin Diseases, Bullous
INDICATION:679	C0151467	Addisonian crisis
INDICATION:680	C0154301	Secondary thrombocytopenia
INDICATION:681	C0155067	Corneal ulcer marginal
INDICATION:682	C0178416	Hypoplastic anemia
INDICATION:683	C0234933	Erythema multiforme severe
INDICATION:684	C0242459	Simple Pulmonary Eosinophilia
INDICATION:685	C0271738	Secondary adrenocortical insufficiency
INDICATION:686	C0274435	Transfusion Reaction
INDICATION:687	C0409974	Lupus Erythematosus
INDICATION:688	C0877221	Decreased erythroid precursor production
INDICATION:689	C1535939	Pneumocystis jiroveci pneumonia
INDICATION:690	C1761609	Aspiration pneumonitis
INDICATION:691	C0242656	Disease Progression
INDICATION:692	C2363980	Cross resistance
INDICATION:693	C0004030	Aspergillosis
INDICATION:694	C0005716	Blastomycosis
INDICATION:695	C0006849	Oral candidiasis
INDICATION:696	C0006852	Candidiasis of vagina
INDICATION:697	C0007587	Cell Death
INDICATION:698	C0009186	Coccidioidomycosis
INDICATION:699	C0010414	Infection by Cryptococcus neoformans
INDICATION:700	C0015376	Extravasation
INDICATION:701	C0019655	Histoplasmosis
INDICATION:702	C0023290	Leishmaniasis, Visceral
INDICATION:703	C0026718	Mucormycosis
INDICATION:704	C0038034	Sporotrichosis
INDICATION:705	C0043541	Zygomycosis
INDICATION:706	C0085436	Meningitis, Cryptococcal
INDICATION:707	C0085593	Chills
INDICATION:708	C0151578	Creatinine increased
INDICATION:709	C0151746	Kidney function abnormal
INDICATION:710	C0153252	Systemic candidiasis
INDICATION:711	C0239295	Oesophageal candidiasis
INDICATION:712	C0424790	Rigor - Temperature-associated observation
INDICATION:713	C0425945	Prolonged menses
INDICATION:714	C1328252	Mucocutaneous leishmaniasis
INDICATION:715	C0151636	Premature ventricular contractions
INDICATION:716	C0340464	Premature Cardiac Complex
INDICATION:717	C0857121	Hypertensive (finding)
INDICATION:718	C0013395	Dyspepsia
INDICATION:719	C0027424	Nasal congestion (finding)
INDICATION:720	C0027796	Neuralgia
INDICATION:721	C0033893	Tension Headache
INDICATION:722	C0037195	Sinus headache
INDICATION:723	C0037199	Sinusitis
INDICATION:724	C0184567	Acute onset pain
INDICATION:725	C0231528	Myalgia
INDICATION:726	C0235162	Difficulty sleeping
INDICATION:727	C0242429	Sore Throat
INDICATION:728	C0522251	Sinus pain
INDICATION:729	C0850149	Dry cough
INDICATION:730	C0948873	Flu symptoms
INDICATION:731	C1260880	Rhinorrhea
INDICATION:732	C2939465	Deficiency of glucose-6-phosphate dehydrogenase
INDICATION:733	C0014553	Absence Epilepsy
INDICATION:734	C0238284	Mountain sickness acute
INDICATION:735	C0042487	Venous Thrombosis
INDICATION:736	C0040128	Thyroid Diseases
INDICATION:737	C0079043	Bronchoconstriction
INDICATION:738	C0178879	Urinary tract obstruction
INDICATION:739	C0264423	Asthma, Occupational
INDICATION:740	C0153594	Malignant neoplasm of testis
INDICATION:741	C1135868	Gestational Trophoblastic Neoplasms
INDICATION:742	C0007860	Uterine Cervicitis
INDICATION:743	C0018081	Gonorrhea
INDICATION:744	C0033246	Proctitis
INDICATION:745	C0041976	Urethritis
INDICATION:746	C0010823	Cytomegalovirus Infections
INDICATION:747	C0019340	Herpes
INDICATION:748	C0019342	Genital Herpes
INDICATION:749	C0019345	Herpes Labialis
INDICATION:750	C0019348	Herpes Simplex Infections
INDICATION:751	C0019357	Keratitis, Herpetic
INDICATION:752	C0019360	Herpes zoster disease
INDICATION:753	C0019372	Herpesviridae Infections
INDICATION:754	C0032768	Postherpetic neuralgia
INDICATION:755	C0036916	Sexually Transmitted Diseases
INDICATION:756	C0042165	Anterior uveitis
INDICATION:757	C0042749	Viremia
INDICATION:758	C0205204	Scab
INDICATION:759	C0276225	Congenital herpes simplex infection
INDICATION:760	C0276226	Herpes encephalitis
INDICATION:761	C0276248	Herpes zoster disseminated
INDICATION:762	C0277794	Extreme exhaustion
INDICATION:763	C0332563	Papule
INDICATION:764	C1739133	Mucocutaneous herpes simplex
INDICATION:765	C0010709	Cyst
INDICATION:766	C0013502	Echinococcosis
INDICATION:767	C0338437	Neurocysticercosis
INDICATION:768	C0004099	Asthma, Exercise-Induced
INDICATION:769	C0008677	Bronchitis, Chronic
INDICATION:770	C0015263	Bronchospasm, Exercise-Induced
INDICATION:771	C0022876	Premature Obstetric Labor
INDICATION:772	C0038218	Status Asthmaticus
INDICATION:773	C0039239	Sinus Tachycardia
INDICATION:774	C0349790	Exacerbation of asthma
INDICATION:775	C0421207	Reversible airways obstruction
INDICATION:776	C0520966	Abnormal coordination
INDICATION:777	C0600260	Lung Diseases, Obstructive
INDICATION:778	C2712143	Actual Positive Heart Rate
INDICATION:779	C0005940	Bone Diseases
INDICATION:780	C0029401	Osteitis Deformans
INDICATION:781	C0080179	Spinal Fractures
INDICATION:782	C0262431	Spinal compression fracture
INDICATION:783	C0277885	Blood pressure systolic decreased
INDICATION:784	C0341742	Acute retention of urine
INDICATION:785	C1704272	Benign Prostatic Hyperplasia
INDICATION:786	C0017919	Glycogen Storage Disease
INDICATION:787	C0022650	Kidney Calculi
INDICATION:788	C0023374	Lesch-Nyhan Syndrome
INDICATION:789	C0027013	Myeloid Metaplasia
INDICATION:790	C0032463	Polycythemia Vera
INDICATION:791	C0041981	Uric acid level increased
INDICATION:792	C0221248	Tophus
INDICATION:793	C0409908	Secondary gout
INDICATION:794	C0541875	Joint destruction
INDICATION:795	C0740394	Hyperuricemia
INDICATION:796	C0948643	Hyperuricosuria
INDICATION:797	C2955673	Urate nephropathy
INDICATION:798	C0015732	Fecal Incontinence
INDICATION:799	C0022104	Irritable Bowel Syndrome
INDICATION:800	C0231170	Disability
INDICATION:801	C1262211	Diarrhoea predominant irritable bowel syndrome
INDICATION:802	C0001807	Aggressive behavior
INDICATION:803	C0001818	Agoraphobia
INDICATION:804	C0003469	Anxiety Disorders
INDICATION:805	C0006012	Borderline Personality Disorder
INDICATION:806	C0008031	Chest Pain
INDICATION:807	C0008301	Choking
INDICATION:808	C0011551	Depersonalization
INDICATION:809	C0011579	Reactive depression
INDICATION:810	C0022107	Irritable Mood
INDICATION:811	C0028643	Numbness
INDICATION:812	C0030319	Panic Disorder
INDICATION:813	C0030554	Paresthesia
INDICATION:814	C0031572	Phobia, Social
INDICATION:815	C0038436	Post-Traumatic Stress Disorder
INDICATION:816	C0038661	Suicide
INDICATION:817	C0039231	Tachycardia
INDICATION:818	C0042023	Increased frequency of micturition
INDICATION:819	C0043352	Xerostomia
INDICATION:820	C0086132	Depressive Symptoms
INDICATION:821	C0086769	Panic Attacks
INDICATION:822	C0220870	Lightheadedness
INDICATION:823	C0221423	Illness (finding)
INDICATION:824	C0231530	Muscle twitch
INDICATION:825	C0233485	apprehension
INDICATION:826	C0233494	Tension
INDICATION:827	C0233754	Derealization
INDICATION:828	C0234233	Sore to touch
INDICATION:829	C0234369	Trembling
INDICATION:830	C0235240	Pounding heart
INDICATION:831	C0235295	Abdominal distress
INDICATION:832	C0242151	Violent
INDICATION:833	C0270549	Generalized Anxiety Disorder
INDICATION:834	C0282126	Depression, Neurotic
INDICATION:835	C0338908	Anxiety depression
INDICATION:836	C0349231	Phobic anxiety disorder
INDICATION:837	C0522179	Fear of death
INDICATION:838	C0546947	Choking sensation
INDICATION:839	C0563270	Shaky feelings
INDICATION:840	C0564500	Phobic avoidance
INDICATION:841	C0577559	Mass of body structure
INDICATION:842	C0700613	Anxiety state
INDICATION:843	C0740858	Substance abuse problem
INDICATION:844	C1279420	Anxiety neurosis (finding)
INDICATION:845	C1740801	Exaggerated startle response
INDICATION:846	C2242996	Has tingling sensation
INDICATION:847	C0278689	Ovarian epithelial cancer recurrent
INDICATION:848	C0007020	Carbon Monoxide Poisoning
INDICATION:849	C0021400	Influenza
INDICATION:850	C0027868	Neuromuscular Diseases
INDICATION:851	C0030568	Parkinson Disease, Postencephalitic
INDICATION:852	C0030569	Secondary Parkinson Disease
INDICATION:853	C0034072	Cor pulmonale
INDICATION:854	C0035243	Respiratory Tract Infections
INDICATION:855	C0242422	Parkinsonian Disorders
INDICATION:856	C0264220	Chronic respiratory disease
INDICATION:857	C0858004	Influenza A virus infection
INDICATION:858	C0877854	Cerebral Arteriosclerosis
INDICATION:859	C0027822	Neurodermatitis
INDICATION:860	C0002940	Aneurysm
INDICATION:861	C0003857	Congenital arteriovenous malformation
INDICATION:862	C0004114	Astrocytoma
INDICATION:863	C0007785	Cerebral Infarction
INDICATION:864	C0014474	Ependymoma
INDICATION:865	C0017636	Glioblastoma
INDICATION:866	C0017638	Glioma
INDICATION:867	C0018944	Hematoma
INDICATION:868	C0021308	Infarction
INDICATION:869	C0025149	Medulloblastoma
INDICATION:870	C0025286	Meningioma
INDICATION:871	C0027858	Neuroma
INDICATION:872	C0031941	Pineal Gland Neoplasm
INDICATION:873	C0032000	Pituitary Adenoma
INDICATION:874	C0206660	Germinoma
INDICATION:875	C0595916	Nephropathy toxic
INDICATION:876	C0858744	Infection induced
INDICATION:877	C0031154	Peritonitis
INDICATION:878	C0262655	Recurrent urinary tract infection
INDICATION:879	C0456103	Sepsis neonatal
INDICATION:880	C0684256	Bacterial sepsis
INDICATION:881	C0206667	Adrenal Cortical Adenoma
INDICATION:882	C0221406	Pituitary-dependent Cushing's disease
INDICATION:883	C1370740	Adrenal carcinoma
INDICATION:884	C1621895	Adrenal hyperplasia
INDICATION:885	C0877430	Asthma chronic
INDICATION:886	C0011071	Sudden death
INDICATION:887	C0034069	Pulmonary Fibrosis
INDICATION:888	C0042510	Ventricular Fibrillation
INDICATION:889	C0155709	Atrial fibrillation and flutter
INDICATION:890	C0428908	Sinus Node Dysfunction (disorder)
INDICATION:891	C1145670	Respiratory Failure
INDICATION:892	C1739149	Recurrent ventricular fibrillation
INDICATION:893	C0011253	Delusions
INDICATION:894	C0018524	Hallucinations
INDICATION:895	C0036341	Schizophrenia
INDICATION:896	C0221765	Chronic schizophrenia
INDICATION:897	C0233469	Blunted affect
INDICATION:898	C0424095	Social withdrawal
INDICATION:899	C0011573	Endogenous depression
INDICATION:900	C0014394	Enuresis
INDICATION:901	C0270327	Bedwetting
INDICATION:902	C0038363	Aphthous Stomatitis
INDICATION:903	C0010073	Coronary Artery Vasospasm
INDICATION:904	C0011881	Diabetic Nephropathy
INDICATION:905	C0034063	Pulmonary Edema
INDICATION:906	C0085616	Vasospasm
INDICATION:907	C0235462	Anginal attack
INDICATION:908	C0340288	Stable angina
INDICATION:909	C0520887	ST segment depression (finding)
INDICATION:910	C0040261	Onychomycosis
INDICATION:911	C0011570	Mental Depression
INDICATION:912	C0033975	Psychotic Disorders
INDICATION:913	C0007194	Hypertrophic Cardiomyopathy
INDICATION:914	C0013295	Duodenal Ulcer
INDICATION:915	C0014118	Endocarditis
INDICATION:916	C0014121	Bacterial Endocarditis
INDICATION:917	C0014836	Escherichia coli Infections
INDICATION:918	C0021345	Infectious Mononucleosis
INDICATION:919	C0026267	Mitral Valve Prolapse Syndrome
INDICATION:920	C0031350	Pharyngitis
INDICATION:921	C0040425	Tonsillitis
INDICATION:922	C0232807	Function kidney decreased
INDICATION:923	C2004489	Regurgitation
INDICATION:924	C0013369	Dysentery
INDICATION:925	C0036685	Septicaemia due to gram-negative organism, unspecified
INDICATION:926	C0085437	Meningitis, Bacterial
INDICATION:927	C0348801	Group B streptococcal pneumonia
INDICATION:928	C1264613	Gastrointestinal infection
INDICATION:929	C3665800	Streptococcal endocarditis
INDICATION:930	C0040028	Thrombocythemia, Essential
INDICATION:931	C0040053	Thrombosis
INDICATION:932	C0836924	Thrombocytosis
INDICATION:933	C0014742	Erythema Multiforme
INDICATION:934	C0039242	Tachyphylaxis
INDICATION:935	C0272285	Heparin-induced thrombocytopenia
INDICATION:936	C0007787	Transient Ischemic Attack
INDICATION:937	C0007859	Neck Pain
INDICATION:938	C0027121	Myositis
INDICATION:939	C0035436	Rheumatic Fever
INDICATION:940	C0038012	Spondylitis
INDICATION:941	C0085636	Photophobia
INDICATION:942	C0751466	Phonophobia
INDICATION:943	C1861172	Venous Thromboembolism
INDICATION:944	C0010054	Coronary Arteriosclerosis
INDICATION:945	C0221155	Systolic hypertension
INDICATION:946	C0428977	Bradycardia
INDICATION:947	C0001925	Albuminuria
INDICATION:948	C0001973	Alcoholic Intoxication, Chronic
INDICATION:949	C0004153	Atherosclerosis
INDICATION:950	C0007273	Carotid Artery Diseases
INDICATION:951	C0020445	Hypercholesterolemia, Familial
INDICATION:952	C0020479	Hyperlipoproteinemia Type III
INDICATION:953	C0021655	Insulin Resistance
INDICATION:954	C0035309	Retinal Diseases
INDICATION:955	C0043096	Body Weight decreased
INDICATION:956	C0151691	High density lipoprotein decreased
INDICATION:957	C0271650	Impaired glucose tolerance
INDICATION:958	C0311277	Obesity, Abdominal
INDICATION:959	C0342881	Homozygous familial hypercholesterolaemia
INDICATION:960	C0342882	Heterozygous familial hypercholesterolemia
INDICATION:961	C0474395	Behavior showing increased motor activity
INDICATION:962	C0524620	Metabolic Syndrome X
INDICATION:963	C0549634	Lipids abnormal
INDICATION:964	C2712907	Combined hyperlipidaemia
INDICATION:965	C0002880	Autoimmune hemolytic anemia
INDICATION:966	C0010346	Crohn Disease
INDICATION:967	C0019156	Hepatic Veno-Occlusive Disease
INDICATION:968	C0021390	Inflammatory Bowel Diseases
INDICATION:969	C0030809	Pemphigus Vulgaris
INDICATION:970	C0031036	Polyarteritis Nodosa
INDICATION:971	C0520463	Chronic active hepatitis
INDICATION:972	C0035854	Rosacea
INDICATION:973	C0041834	Erythema
INDICATION:974	C0241157	pustule
INDICATION:975	C0032781	Posterior rhinorrhea
INDICATION:976	C0035460	Rhinitis, Vasomotor
INDICATION:977	C0037383	Sneezing
INDICATION:978	C2607914	Allergic rhinitis (disorder)
INDICATION:979	C0000833	Abscess
INDICATION:980	C0001344	Acute pharyngitis
INDICATION:981	C0007947	Chancroids
INDICATION:982	C0009763	Conjunctivitis
INDICATION:983	C0015663	Fasting
INDICATION:984	C0024198	Lyme Disease
INDICATION:985	C0026916	Mycobacterium avium-intracellulare Infection
INDICATION:986	C0026918	Mycobacterium Infections
INDICATION:987	C0032302	Mycoplasma pneumonia
INDICATION:988	C0036689	Pharyngitis streptococcal
INDICATION:989	C0039128	Syphilis
INDICATION:990	C0040592	Trachoma
INDICATION:991	C0041912	Upper Respiratory Infections
INDICATION:992	C0043167	Pertussis
INDICATION:993	C0149725	Lower respiratory tract infection
INDICATION:994	C0151281	Genital ulceration
INDICATION:995	C0205721	Infections, Hospital
INDICATION:996	C0242172	Pelvic Inflammatory Disease
INDICATION:997	C0264344	Bronchitis bacterial
INDICATION:998	C0271429	Otitis media acute
INDICATION:999	C0339959	Chlamydial pneumonia
INDICATION:1000	C0600031	Congenital absence of spleen
INDICATION:1001	C0694549	Community acquired pneumonia
INDICATION:1002	C0702166	Acne
INDICATION:1003	C0852859	Blood culture negative
INDICATION:1004	C0857866	Streptococcus pyogenes pharyngitis
INDICATION:1005	C1112709	non-gonococcal urethritis (NGU)
INDICATION:1006	C1262006	Sinusitis bacterial
INDICATION:1007	C0014179	Endometritis
INDICATION:1008	C0030455	Parametritis
INDICATION:1009	C0033817	Pseudomonas Infections
INDICATION:1010	C0235280	Ototoxicity
INDICATION:1011	C0262380	Asymptomatic bacteriuria
INDICATION:1012	C0851989	Bone and joint infections
INDICATION:1013	C1262234	Gynecological infection
INDICATION:1014	C0006111	Brain Diseases
INDICATION:1015	C0007789	Cerebral Palsy
INDICATION:1016	C0007820	Cerebrovascular Disorders
INDICATION:1017	C0009024	Clonus
INDICATION:1018	C0018674	Craniocerebral Trauma
INDICATION:1019	C0026826	Muscle Hypertonia
INDICATION:1020	C0026837	Muscle Rigidity
INDICATION:1021	C0026838	Muscle Spasticity
INDICATION:1022	C0037763	Spasm
INDICATION:1023	C0037928	Spinal Cord Diseases
INDICATION:1024	C0037929	Spinal Cord Injuries
INDICATION:1025	C0232841	Bladder dysfunction
INDICATION:1026	C0235063	Respiratory Depression
INDICATION:1027	C0270611	Brain Injuries
INDICATION:1028	C0876926	Traumatic Brain Injury
INDICATION:1029	C0016397	Focal Infection
INDICATION:1030	C0021807	Intertrigo
INDICATION:1031	C0023646	Lichen Planus
INDICATION:1032	C0024138	Lupus Erythematosus, Discoid
INDICATION:1033	C0027430	Nasal Polyps
INDICATION:1034	C0032584	polyps
INDICATION:1035	C0149922	Lichen Simplex Chronicus
INDICATION:1036	C0848309	Rhinitis perennial
INDICATION:1037	C0035067	Renal Artery Stenosis
INDICATION:1038	C0013456	Earache
INDICATION:1039	C0155393	Acute swimmer's ear
INDICATION:1040	C0015371	Extrapyramidal Disorders
INDICATION:1041	C0686347	Tardive Dyskinesia
INDICATION:1042	C0030758	Body louse infestation
INDICATION:1043	C0001261	Actinomycosis
INDICATION:1044	C0003175	Anthrax disease
INDICATION:1045	C0006057	Botulism
INDICATION:1046	C0008489	Chorea
INDICATION:1047	C0009062	Clostridium Infections
INDICATION:1048	C0012546	Diphtheria
INDICATION:1049	C0014009	Empyema
INDICATION:1050	C0014122	Subacute Bacterial Endocarditis
INDICATION:1051	C0014733	Erysipelas
INDICATION:1052	C0017105	Gas Gangrene
INDICATION:1053	C0017575	Necrotizing Ulcerative Gingivitis
INDICATION:1054	C0018824	Heart valve disease
INDICATION:1055	C0023860	Listeriosis
INDICATION:1056	C0025294	Meningococcal meningitis
INDICATION:1057	C0027927	Neurosyphilis
INDICATION:1058	C0029882	Otitis Media
INDICATION:1059	C0030636	Pasteurella Infections
INDICATION:1060	C0031046	Pericarditis
INDICATION:1061	C0031946	Pinta
INDICATION:1062	C0032269	Pneumococcal Infections
INDICATION:1063	C0032308	Staphylococcal Pneumonia
INDICATION:1064	C0034686	Rat-Bite Fever
INDICATION:1065	C0036285	Scarlet Fever
INDICATION:1066	C0038395	Streptococcal Infections
INDICATION:1067	C0039131	Syphilis, Congenital
INDICATION:1068	C0043241	Wound Infection
INDICATION:1069	C0043388	Yaws
INDICATION:1070	C0149778	Soft Tissue Infections
INDICATION:1071	C0152021	Congenital heart disease
INDICATION:1072	C0152063	Streptobacillary fever
INDICATION:1073	C0155866	Inhalational anthrax
INDICATION:1074	C0156221	Glomerulonephritis acute
INDICATION:1075	C0243026	Sepsis
INDICATION:1076	C0851850	Bacillary infections
INDICATION:1077	C1276801	Infection due to Erysipelothrix rhusiopathiae (disorder)
INDICATION:1078	C0025281	Meniere Disease
INDICATION:1079	C0040264	Tinnitus
INDICATION:1080	C0042571	Vertigo
INDICATION:1081	C1384666	hearing impairment
INDICATION:1082	C0015397	Disorder of eye
INDICATION:1083	C0023067	Laryngitis
INDICATION:1084	C0035229	Respiratory Insufficiency
INDICATION:1085	C0036203	Cutaneous sarcoidosis
INDICATION:1086	C0039483	Giant Cell Arteritis
INDICATION:1087	C0751711	Anterior Ischemic Optic Neuropathy
INDICATION:1088	C0857305	Thrombocytopenic purpura
INDICATION:1089	C0028840	Ocular Hypertension
INDICATION:1090	C0080274	Urinary Retention
INDICATION:1091	C0862636	Adenocarcinoma of the prostate metastatic
INDICATION:1092	C0009806	Constipation
INDICATION:1093	C0232197	Cardiac fibrillation
INDICATION:1094	C0017612	Glaucoma, Open-Angle
INDICATION:1095	C0020302	Hydrophthalmos
INDICATION:1096	C0239488	Erythema facial
INDICATION:1097	C0231303	Distress
INDICATION:1098	C0010200	Coughing
INDICATION:1099	C0002453	Amenorrhea
INDICATION:1100	C0013384	Dyskinetic syndrome
INDICATION:1101	C0016034	Breast Fibrocystic Disease
INDICATION:1102	C0021359	Infertility
INDICATION:1103	C0021361	Female infertility
INDICATION:1104	C0024902	Mastodynia
INDICATION:1105	C0028949	Oligomenorrhea
INDICATION:1106	C0028960	Oligospermia
INDICATION:1107	C0033046	Premenstrual syndrome
INDICATION:1108	C0033375	Prolactinoma
INDICATION:1109	C0235660	Galactorrhea not associated with childbirth
INDICATION:1110	C0262397	Breast tenderness
INDICATION:1111	C0392702	Abnormal involuntary movements
INDICATION:1112	C0404576	Luteal phase deficiency
INDICATION:1113	C0747102	Ovarian failure
INDICATION:1114	C1291077	Abdominal bloating
INDICATION:1115	C2939186	Disturbance in mood
INDICATION:1116	C2981158	Lack of libido
INDICATION:1117	C0010380	Croup
INDICATION:1118	C0155919	Acute pulmonary oedema
INDICATION:1119	C0004245	Atrioventricular Block
INDICATION:1120	C0036973	Shivering
INDICATION:1121	C0162297	Respiratory arrest
INDICATION:1122	C0235169	Excitability
INDICATION:1123	C0474368	Labor Pain
INDICATION:1124	C0524662	Opiate Addiction
INDICATION:1125	C1739422	Opioid naive
INDICATION:1126	C0005747	Blepharospasm
INDICATION:1127	C0080194	Muscle strain
INDICATION:1128	C0392703	Shakiness
INDICATION:1129	C0542238	Tingling feet/hands
INDICATION:1130	C0549209	Feeling jittery
INDICATION:1131	C0919568	Impatience
INDICATION:1132	C0039730	Thalassemia
INDICATION:1133	C0679254	Disease recurrence
INDICATION:1134	C0032024	Pityriasis
INDICATION:1135	C0040247	Tinea
INDICATION:1136	C0040252	Tinea corporis (disorder)
INDICATION:1137	C0040259	Tinea Pedis
INDICATION:1138	C1384589	Tinea cruris
INDICATION:1139	C1527358	Phototoxicity
INDICATION:1140	C0003128	Anovulation
INDICATION:1141	C0008924	Cleft Lip
INDICATION:1142	C0014008	Empty Sella Syndrome
INDICATION:1143	C0032019	Pituitary Neoplasms
INDICATION:1144	C0410916	Death neonatal
INDICATION:1145	C3160881	Primary apnea of premature newborns
INDICATION:1146	C0021775	Intermittent Claudication
INDICATION:1147	C0428776	Cardiac index
INDICATION:1148	C0542052	Coronary artery insufficiency
INDICATION:1149	C0577698	Exercise-induced angina
INDICATION:1150	C0694539	Chronic atrial fibrillation
INDICATION:1151	C1328539	Reflex tachycardia
INDICATION:1152	C0406317	Plaque psoriasis
INDICATION:1153	C0406326	Psoriasis of scalp
INDICATION:1154	C0005944	Metabolic Bone Disorder
INDICATION:1155	C0020503	Hyperparathyroidism, Secondary
INDICATION:1156	C0029405	Osteitis Fibrosa Cystica
INDICATION:1157	C0033806	Pseudohypoparathyroidism
INDICATION:1158	C0035086	Renal Osteodystrophy
INDICATION:1159	C0264009	Osteodystrophy
INDICATION:1160	C0748089	PTH high
INDICATION:1161	C1533591	Calcification
INDICATION:1162	C1704375	Hypophosphatemic Rickets
INDICATION:1163	C1277187	Left ventricular systolic dysfunction
INDICATION:1164	C0876973	Lung infection
INDICATION:1165	C1622502	Portal cirrhosis
INDICATION:1166	C0042380	Vascular resistance
INDICATION:1167	C0242698	Ventricular Dysfunction, Left
INDICATION:1168	C0262428	Collagen-vascular disease
INDICATION:1169	C0553704	Serum potassium increased
INDICATION:1170	C0730345	Microalbuminuria
INDICATION:1171	C0855389	Renin decreased
INDICATION:1172	C0857175	Postinfarction
INDICATION:1173	C0858237	Aldosterone low
INDICATION:1174	C0005586	Bipolar Disorder
INDICATION:1175	C0011848	Diabetes Insipidus
INDICATION:1176	C0011882	Diabetic Neuropathies
INDICATION:1177	C0014547	Epilepsies, Partial
INDICATION:1178	C0014550	Epilepsies, Myoclonic
INDICATION:1179	C0015468	Facial Pain
INDICATION:1180	C0032617	Polyuria
INDICATION:1181	C0040997	Trigeminal Neuralgia
INDICATION:1182	C0041657	Unconscious State
INDICATION:1183	C0085602	Polydipsia
INDICATION:1184	C0154731	Glossopharyngeal Neuralgia
INDICATION:1185	C0234974	Simple Partial Seizures
INDICATION:1186	C0235165	Mania acute
INDICATION:1187	C0236663	Alcohol withdrawal syndrome
INDICATION:1188	C0270846	Atonic seizures
INDICATION:1189	C0338831	Manic
INDICATION:1190	C0349208	Manic episode
INDICATION:1191	C0494475	Tonic - clonic seizures
INDICATION:1192	C0525045	Mood Disorders
INDICATION:1193	C0751495	Seizures, Focal
INDICATION:1194	C0853193	Bipolar I disorder
INDICATION:1195	C0033581	prostatitis
INDICATION:1196	C0343065	Urticaria physical
INDICATION:1197	C0151773	Bone marrow depression
INDICATION:1198	C0677865	Brain stem glioma
INDICATION:1199	C1621958	Glioblastoma Multiforme
INDICATION:1200	C0242453	Prostatism
INDICATION:1201	C0242973	Ventricular Dysfunction
INDICATION:1202	C0264716	Cardiac failure chronic
INDICATION:1203	C0268790	Renal vessel disorder
INDICATION:1204	C0349782	Ischemic cardiomyopathy
INDICATION:1205	C0428877	Atrial Pressure
INDICATION:1206	C0877438	Non-ischemic cardiomyopathy
INDICATION:1207	C0030824	Penicillin allergy
INDICATION:1208	C0037278	Skin Diseases, Infectious
INDICATION:1209	C0149514	Acute bronchitis
INDICATION:1210	C1412002	Atypical pneumonia
INDICATION:1211	C0014534	Epididymitis
INDICATION:1212	C0022354	Jaundice, Obstructive
INDICATION:1213	C0149520	Cholecystitis, Acute
INDICATION:1214	C0729552	Genital infection
INDICATION:1215	C0005758	Bulla
INDICATION:1216	C0376545	Hematologic Neoplasms
