ID_OREGANO:6060	SIDER	NAME
SIDE_EFFECT:1366	C0234131	Motor dysfunction
SIDE_EFFECT:1367	C0235966	Dreaming excessive
SIDE_EFFECT:1368	C0238311	Nicotine poisoning
SIDE_EFFECT:1369	C0275378	Tobacco poisoning
SIDE_EFFECT:1370	C0240557	Nasal irritation
SIDE_EFFECT:1371	C0858259	Nasal discomfort
SIDE_EFFECT:1372	C0264267	Nasal ulcer
SIDE_EFFECT:1373	C0277794	Prostration
SIDE_EFFECT:1374	C0399459	Oral discomfort
SIDE_EFFECT:1375	C0439857	Dependence
SIDE_EFFECT:1376	C1167842	Tobacco withdrawal symptoms
SIDE_EFFECT:1377	C0004044	Asphyxia
SIDE_EFFECT:1378	C0042847	Vitamin B12 deficiency
SIDE_EFFECT:1379	C0541947	Excitation cerebral
SIDE_EFFECT:1380	C0151560	Central nervous system stimulation
SIDE_EFFECT:1381	C1867423	Vascular resistance pulmonary increased
SIDE_EFFECT:1382	C0151795	Injection site necrosis
SIDE_EFFECT:1383	C0242151	Violent
SIDE_EFFECT:1384	C1168188	Intermittent headache
SIDE_EFFECT:1385	C0029442	Osteomalacia
SIDE_EFFECT:1386	C0151940	Hypocalcemic tetany
SIDE_EFFECT:1387	C0221512	Stomach ache
SIDE_EFFECT:1388	C0574002	Foot edema
SIDE_EFFECT:1389	C0575810	Hands weakness of
SIDE_EFFECT:1390	C0001364	Acute yellow liver atrophy
SIDE_EFFECT:1391	C0002896	Sideroblastic anaemia
SIDE_EFFECT:1392	C0003868	Gouty arthritis
SIDE_EFFECT:1393	C0014800	Hyperplasia erythroid
SIDE_EFFECT:1394	C0005959	Marrow hyperplasia
SIDE_EFFECT:1395	C0027707	Nephritis interstitial
SIDE_EFFECT:1396	C0041349	Tubulointerstitial nephritis
SIDE_EFFECT:1397	C0151767	Liver tenderness
SIDE_EFFECT:1398	C0151900	Serum iron increased
SIDE_EFFECT:1399	C0853784	Blood iron increased
SIDE_EFFECT:1400	C0162296	Polyarthralgia
SIDE_EFFECT:1401	C2062908	Gout acute
SIDE_EFFECT:1402	C0002878	Haemolytic anaemia
SIDE_EFFECT:1403	C0018780	High frequency deafness
SIDE_EFFECT:1404	C0024141	Systemic lupus erythematosus
SIDE_EFFECT:1405	C0028077	Night blindness
SIDE_EFFECT:1406	C0042164	Uveitis
SIDE_EFFECT:1407	C0086981	Syndrome sicca
SIDE_EFFECT:1408	C1527336	Sjogren's syndrome
SIDE_EFFECT:1409	C0151555	Cinchonism
SIDE_EFFECT:1410	C0235369	Hepatitis granulomatous
SIDE_EFFECT:1411	C0860210	Granulomatous liver disease
SIDE_EFFECT:1412	C0262985	Dermatitis psoriasiform
SIDE_EFFECT:1413	C0857305	Thrombocytopenic purpura
SIDE_EFFECT:1414	C0917798	Cerebral ischaemia
SIDE_EFFECT:1415	C1608945	Exfoliative rash
SIDE_EFFECT:1416	C1695782	Cerebral hypoperfusion
SIDE_EFFECT:1417	C0005681	Blackwater fever
SIDE_EFFECT:1418	C0858318	Plasmodium falciparum infection
SIDE_EFFECT:1419	C0014518	Toxic epidermal necrolysis
SIDE_EFFECT:1420	C0018772	Partial hearing loss
SIDE_EFFECT:1421	C0019048	Haemoglobinuria
SIDE_EFFECT:1422	C0019061	Haemolytic uraemic syndrome
SIDE_EFFECT:1423	C0023646	Lichen planus
SIDE_EFFECT:1424	C0026896	Myasthenia gravis
SIDE_EFFECT:1425	C0029124	Optic atrophy
SIDE_EFFECT:1426	C0034155	Thrombotic thrombocytopenic purpura
SIDE_EFFECT:1427	C0041948	Uremia
SIDE_EFFECT:1428	C0043117	Idiopathic thrombocytopenic purpura
SIDE_EFFECT:1429	C0149937	Acute interstitial nephritis
SIDE_EFFECT:1430	C0155002	Sudden visual loss
SIDE_EFFECT:1431	C0221242	Fixed drug eruption
SIDE_EFFECT:1432	C0011609	Drug eruption
SIDE_EFFECT:1433	C0232333	Electrocardiogram U wave present
SIDE_EFFECT:1434	C1096355	Electrocardiogram U-wave abnormality
SIDE_EFFECT:1435	C0233571	Excitement
SIDE_EFFECT:1436	C0235095	Visual field constriction
SIDE_EFFECT:1437	C0262988	Cutaneous vasculitis
SIDE_EFFECT:1438	C0278061	Mental state abnormal
SIDE_EFFECT:1439	C0302810	Uraemic syndrome
SIDE_EFFECT:1440	C0409974	Lupus erythematosus
SIDE_EFFECT:1441	C0541919	Dystonic reaction
SIDE_EFFECT:1442	C0393593	Dystonia
SIDE_EFFECT:1443	C0858277	Angina symptom
SIDE_EFFECT:1444	C0919715	Lupus-like syndrome
SIDE_EFFECT:1445	C1879328	Blindness, both eyes
SIDE_EFFECT:1446	C3203356	Hypoprothrombinaemia
SIDE_EFFECT:1447	C0020640	Factor II deficiency
SIDE_EFFECT:1448	C0037929	Spinal cord injury
SIDE_EFFECT:1449	C0038395	Streptococcal infection
SIDE_EFFECT:1450	C0677483	Carcinoma testes
SIDE_EFFECT:1451	C0153594	Testis cancer
SIDE_EFFECT:1452	C0751436	Tetrahydrobiopterin deficiency
SIDE_EFFECT:1453	C0919874	Post procedural haemorrhage
SIDE_EFFECT:1454	C0221727	Oesophageal pain
SIDE_EFFECT:1455	C0344329	Collapse
SIDE_EFFECT:1456	C0016053	Fibromyalgia
SIDE_EFFECT:1457	C0019163	Hepatitis B
SIDE_EFFECT:1458	C0026766	Multi-organ failure
SIDE_EFFECT:1459	C0027073	Myofascial pain syndrome
SIDE_EFFECT:1460	C0235299	Right upper quadrant pain
SIDE_EFFECT:1461	C0476281	Non-cardiac chest pain
SIDE_EFFECT:1462	C0522067	Hepatic pain
SIDE_EFFECT:1463	C0040517	Tourette's disorder
SIDE_EFFECT:1464	C0338614	Psychotic episode
SIDE_EFFECT:1465	C0003507	Aortic valve stenosis
SIDE_EFFECT:1466	C0006147	Breast feeding
SIDE_EFFECT:1467	C0006384	Bundle branch block
SIDE_EFFECT:1468	C0007097	Carcinoma
SIDE_EFFECT:1469	C0009324	Colitis ulcerative
SIDE_EFFECT:1470	C0033247	Proctocolitis
SIDE_EFFECT:1471	C0014527	Epidermolysis bullosa
SIDE_EFFECT:1472	C0014848	Oesophageal achalasia
SIDE_EFFECT:1473	C0018926	Haematemesis
SIDE_EFFECT:1474	C0018932	Haematochezia
SIDE_EFFECT:1475	C0018946	Subdural haematoma
SIDE_EFFECT:1476	C0019214	Hepatosplenomegaly
SIDE_EFFECT:1477	C0021361	Infertility female
SIDE_EFFECT:1478	C0021390	Inflammatory bowel disease
SIDE_EFFECT:1479	C0022573	Keratoconjunctivitis
SIDE_EFFECT:1480	C0022667	Renal papillary necrosis
SIDE_EFFECT:1481	C0022904	Lacrimal disorder
SIDE_EFFECT:1482	C3495920	Lacrimal structural disorder
SIDE_EFFECT:1483	C0025290	Meningitis aseptic
SIDE_EFFECT:1484	C0027430	Nasal polyps
SIDE_EFFECT:1485	C0027697	Nephritis
SIDE_EFFECT:1486	C0027719	Nephrosclerosis
SIDE_EFFECT:1487	C0030353	Papilloedema
SIDE_EFFECT:1488	C0031085	Abscess periodontal
SIDE_EFFECT:1489	C0034068	Pulmonary eosinophilia
SIDE_EFFECT:1490	C0034359	Pyuria
SIDE_EFFECT:1491	C0034882	Rectal disorder
SIDE_EFFECT:1492	C0687707	Anorectal disorder
SIDE_EFFECT:1493	C0036416	Scleritis
SIDE_EFFECT:1494	C0085582	Neuritis retrobulbar
SIDE_EFFECT:1495	C0085762	Alcohol abuse
SIDE_EFFECT:1496	C0086543	Cataract
SIDE_EFFECT:1497	C0149516	Chronic sinusitis
SIDE_EFFECT:1498	C0151626	Necrolysis epidermal
SIDE_EFFECT:1499	C0151811	Subcutaneous nodule
SIDE_EFFECT:1500	C0281981	Skin mass
SIDE_EFFECT:1501	C0151998	Uterine spasm
SIDE_EFFECT:1502	C0152009	WBC abnormal NOS
SIDE_EFFECT:1503	C0023510	White blood cell disorder
SIDE_EFFECT:1504	C0158570	Vascular anomaly
SIDE_EFFECT:1505	C0220981	Metabolic acidosis
SIDE_EFFECT:1506	C0235639	Urine abnormality
SIDE_EFFECT:1507	C0438142	Urine analysis abnormal
SIDE_EFFECT:1508	C0263338	Urticaria chronic
SIDE_EFFECT:1509	C0268732	Nephritic syndrome
SIDE_EFFECT:1510	C0391870	Red blood cell abnormality
SIDE_EFFECT:1511	C0521616	Pseudoporphyria
SIDE_EFFECT:1512	C0549419	Skin fragility
SIDE_EFFECT:1513	C0678222	Carcinoma breast
SIDE_EFFECT:1514	C1695895	Angiodermatitis
SIDE_EFFECT:1515	C0002726	Amyloidosis
SIDE_EFFECT:1516	C0002880	Autoimmune haemolytic anaemia
SIDE_EFFECT:1517	C0006625	Cachexia
SIDE_EFFECT:1518	C0013609	Localised oedema
SIDE_EFFECT:1519	C0018133	Graft versus host disease
SIDE_EFFECT:1520	C0018808	Cardiac murmur
SIDE_EFFECT:1521	C0019340	Herpes NOS
SIDE_EFFECT:1522	C0021308	Infarction
SIDE_EFFECT:1523	C0024312	Lymphopenia
SIDE_EFFECT:1524	C0026986	Myelodysplastic syndrome
SIDE_EFFECT:1525	C0029118	Opportunistic infection
SIDE_EFFECT:1526	C0034069	Pulmonary fibrosis
SIDE_EFFECT:1527	C0036983	Septic shock
SIDE_EFFECT:1528	C0037278	Skin infection
SIDE_EFFECT:1529	C0152025	Polyneuropathy
SIDE_EFFECT:1530	C0159056	Abnormal chest sounds NOS
SIDE_EFFECT:1531	C0231856	Breath sounds abnormal
SIDE_EFFECT:1532	C0162628	Viral skin infection
SIDE_EFFECT:1533	C0231807	Dyspnoea exertional
SIDE_EFFECT:1534	C0235025	Peripheral motor neuropathy
SIDE_EFFECT:1535	C0235896	Lung infiltration
SIDE_EFFECT:1536	C0270790	Quadriparesis
SIDE_EFFECT:1537	C0745091	Hypereosinophilia
SIDE_EFFECT:1538	C0851536	Administration site reaction
SIDE_EFFECT:1539	C0855652	Culture negative
SIDE_EFFECT:1540	C0948978	Catheter site cellulitis
SIDE_EFFECT:1541	C1096343	Infusion site reaction
SIDE_EFFECT:1542	C1306577	Death
SIDE_EFFECT:1543	C0004509	Azoospermia
SIDE_EFFECT:1544	C0006846	Skin candida
SIDE_EFFECT:1545	C0007193	Congestive cardiomyopathy
SIDE_EFFECT:1546	C0008313	Cholangitis sclerosing
SIDE_EFFECT:1547	C0010414	Cryptococcosis
SIDE_EFFECT:1548	C0013687	Effusion
SIDE_EFFECT:1549	C0018798	Heart malformation
SIDE_EFFECT:1550	C0152021	Heart disease congenital
SIDE_EFFECT:1551	C0020295	Hydronephrosis
SIDE_EFFECT:1552	C0020639	Hypoproteinaemia
SIDE_EFFECT:1553	C0022638	Ketosis
SIDE_EFFECT:1554	C0023449	Acute lymphocytic leukaemia
SIDE_EFFECT:1555	C0023467	Acute myeloid leukaemia
SIDE_EFFECT:1556	C0085669	Acute leukaemia
SIDE_EFFECT:1557	C0023470	Myeloid leukaemia
SIDE_EFFECT:1558	C0023532	Leukoplakia oral
SIDE_EFFECT:1559	C0024225	Lymphangitis
SIDE_EFFECT:1560	C0024236	Lymphoedema
SIDE_EFFECT:1561	C0024894	Mastitis
SIDE_EFFECT:1562	C0026640	Oral neoplasm
SIDE_EFFECT:1563	C0026985	Myelodysplasia
SIDE_EFFECT:1564	C0027059	Myocarditis
SIDE_EFFECT:1565	C0028960	Oligospermia
SIDE_EFFECT:1566	C0029560	Other conjunctivitis
SIDE_EFFECT:1567	C0030824	Penicillin allergy
SIDE_EFFECT:1568	C0031039	Pericardial effusion
SIDE_EFFECT:1569	C0033246	Proctitis
SIDE_EFFECT:1570	C0034530	Radiation injury
SIDE_EFFECT:1571	C0035333	Retinitis
SIDE_EFFECT:1572	C0036980	Cardiogenic shock
SIDE_EFFECT:1573	C0037287	Skin nodule
SIDE_EFFECT:1574	C0040558	Toxoplasmosis
SIDE_EFFECT:1575	C0041972	Urethral obstruction
SIDE_EFFECT:1576	C0085661	Onycholysis
SIDE_EFFECT:1577	C0085680	Hypochloraemia
SIDE_EFFECT:1578	C0085682	Hypophosphataemia
SIDE_EFFECT:1579	C0085692	Cystitis haemorrhagic
SIDE_EFFECT:1580	C0151594	Diarrhoea haemorrhagic
SIDE_EFFECT:1581	C0151714	Hypermagnesaemia
SIDE_EFFECT:1582	C0151723	Hypomagnesaemia
SIDE_EFFECT:1583	C0151754	Lactic dehydrogenase activity increased
SIDE_EFFECT:1584	C0853149	Blood lactate dehydrogenase increased
SIDE_EFFECT:1585	C0151872	Prothrombin level increased
SIDE_EFFECT:1586	C0151888	Hyporeflexia
SIDE_EFFECT:1587	C0151951	Thromboplastin decreased
SIDE_EFFECT:1588	C0852990	Blood thromboplastin decreased
SIDE_EFFECT:1589	C0221269	Pseudolymphoma
SIDE_EFFECT:1590	C0221714	Injection site infection
SIDE_EFFECT:1591	C0232200	Gallop rhythm
SIDE_EFFECT:1592	C0577822	Heart sounds abnormal
SIDE_EFFECT:1593	C0235818	Bullous eruption
SIDE_EFFECT:1594	C0239343	Acral erythema
SIDE_EFFECT:1595	C0549410	Palmar-plantar erythrodysaesthesia syndrome
SIDE_EFFECT:1596	C0240972	Scrotal erythema
SIDE_EFFECT:1597	C0242973	Ventricular dysfunction
SIDE_EFFECT:1598	C0333494	Phlebosclerosis
SIDE_EFFECT:1599	C0333516	Tumour necrosis
SIDE_EFFECT:1600	C0341177	Gastric erosions
SIDE_EFFECT:1601	C2243088	Gastritis erosive
SIDE_EFFECT:1602	C0342892	Hypolipidaemia
SIDE_EFFECT:1603	C0423773	Skin scaly
SIDE_EFFECT:1604	C0428968	QRS voltage decreased
SIDE_EFFECT:1605	C0438173	Electrocardiogram QRS complex abnormal
SIDE_EFFECT:1606	C0741494	Bilirubin total increased
SIDE_EFFECT:1607	C0743400	Ejection fraction decreased
SIDE_EFFECT:1608	C0852711	Hand and foot syndrome secondary to sickle cell anaemia
SIDE_EFFECT:1609	C0854448	Bladder constriction
SIDE_EFFECT:1610	C0151919	Bladder stenosis
SIDE_EFFECT:1611	C0856053	Leukemia secondary
SIDE_EFFECT:1612	C0858678	Alopecia reversible
SIDE_EFFECT:1613	C0859062	Serum bilirubin increased
SIDE_EFFECT:1614	C0877153	Neutropenic sepsis
SIDE_EFFECT:1615	C1142499	Gastrointestinal toxicity
SIDE_EFFECT:1616	C1260926	Abnormal pigmentation
SIDE_EFFECT:1617	C1519353	Rash papular
SIDE_EFFECT:1618	C1535939	Pneumocystis jirovecii pneumonia
SIDE_EFFECT:1619	C1720798	Radiation recall reaction (dermatologic)
SIDE_EFFECT:1620	C1262013	Recall phenomenon
SIDE_EFFECT:1621	C1861172	Venous thromboembolism
SIDE_EFFECT:1622	C2364111	Ageusia
SIDE_EFFECT:1623	C2937222	Proctitis ulcerative
SIDE_EFFECT:1624	C2939419	Metastatic neoplasm
SIDE_EFFECT:1625	C2939420	Metastatic disease
SIDE_EFFECT:1626	C0021051	Immunodeficiency
SIDE_EFFECT:1627	C0494165	Metastases to liver
SIDE_EFFECT:1628	C0856554	Hepatic cancer metastatic
SIDE_EFFECT:1629	C0025322	Premature menopause
SIDE_EFFECT:1630	C0235437	Gravitational oedema
SIDE_EFFECT:1631	C0442886	Secondary infection
SIDE_EFFECT:1632	C0549124	Embolism arterial
SIDE_EFFECT:1633	C1096403	Left ventricular ejection fraction decreased
SIDE_EFFECT:1634	C1739418	Acute cardiac toxicity
SIDE_EFFECT:1635	C0575090	Balance disorder
SIDE_EFFECT:1636	C0856120	Multiple sclerosis relapse
SIDE_EFFECT:1637	C0004144	Atelectasis
SIDE_EFFECT:1638	C0004239	Atrial flutter
SIDE_EFFECT:1639	C0007785	Cerebral infarction
SIDE_EFFECT:1640	C0011848	Diabetes insipidus
SIDE_EFFECT:1641	C0013312	Dupuytren's contracture
SIDE_EFFECT:1642	C0014038	Encephalitis
SIDE_EFFECT:1643	C0017566	Gingival hyperplasia
SIDE_EFFECT:1644	C0019193	Hepatitis toxic
SIDE_EFFECT:1645	C0019829	Hodgkin's disease
SIDE_EFFECT:1646	C1266194	Hodgkin's disease lymphocyte predominance type stage unspecified
SIDE_EFFECT:1647	C0152267	Hodgkin's disease lymphocyte depletion type stage unspecified
SIDE_EFFECT:1648	C0020507	Hyperplasia
SIDE_EFFECT:1649	C0020555	Hypertrichosis
SIDE_EFFECT:1650	C0024299	Lymphoma
SIDE_EFFECT:1651	C0024305	Non-Hodgkin's lymphoma
SIDE_EFFECT:1652	C0025007	Measles
SIDE_EFFECT:1653	C0027932	Neurosis
SIDE_EFFECT:1654	C0031036	Polyarteritis nodosa
SIDE_EFFECT:1655	C0034935	Extensor plantar response
SIDE_EFFECT:1656	C0037822	Speech disorder
SIDE_EFFECT:1657	C0038506	Stuttering
SIDE_EFFECT:1658	C1096340	Dysphemia
SIDE_EFFECT:1659	C0085610	Sinus bradycardia
SIDE_EFFECT:1660	C0151838	Circumoral paresthesia
SIDE_EFFECT:1661	C0151882	Purpuric rash
SIDE_EFFECT:1662	C0162557	Acute hepatic failure
SIDE_EFFECT:1663	C0221161	Shallow breathing
SIDE_EFFECT:1664	C0235546	Hypopnoea
SIDE_EFFECT:1665	C0232766	Asterixis
SIDE_EFFECT:1666	C0234369	Trembling
SIDE_EFFECT:1667	C0234918	Rash morbilliform
SIDE_EFFECT:1668	C0235567	Sputum increased
SIDE_EFFECT:1669	C1262144	Increased bronchial secretion
SIDE_EFFECT:1670	C0270844	Tonic convulsion
SIDE_EFFECT:1671	C0543698	Hypersensitive syndrome
SIDE_EFFECT:1672	C1142139	Drug reaction with eosinophilia and systemic symptoms
SIDE_EFFECT:1673	C0740425	Taste altered
SIDE_EFFECT:1674	C1141936	Purple glove syndrome
SIDE_EFFECT:1675	C0151579	Crystalluria
SIDE_EFFECT:1676	C0151798	Hepatic necrosis
SIDE_EFFECT:1677	C0858775	Myopia transient
SIDE_EFFECT:1678	C0027092	Myopia
SIDE_EFFECT:1679	C1306571	Hepatic insufficiency
SIDE_EFFECT:1680	C0001126	Renal tubular acidosis
SIDE_EFFECT:1681	C0221706	Road traffic accident
SIDE_EFFECT:1682	C0002894	Refractory anaemia with an excess of blasts
SIDE_EFFECT:1683	C0005716	Blastomycosis
SIDE_EFFECT:1684	C0009760	Conjunctival haemorrhage
SIDE_EFFECT:1685	C0015402	Eye haemorrhage
SIDE_EFFECT:1686	C0019147	Coma hepatic
SIDE_EFFECT:1687	C0029163	Mouth haemorrhage
SIDE_EFFECT:1688	C0032781	Postnasal drip
SIDE_EFFECT:1689	C2938875	Upper-airway cough syndrome
SIDE_EFFECT:1690	C0085077	Acute febrile neutrophilic dermatosis
SIDE_EFFECT:1691	C0085652	Pyoderma gangrenosum
SIDE_EFFECT:1692	C0152965	Staphylococcal bacteraemia
SIDE_EFFECT:1693	C0235496	Oral mucosal petechiae
SIDE_EFFECT:1694	C0235632	Loin pain
SIDE_EFFECT:1695	C0238844	Respiratory sounds decreased
SIDE_EFFECT:1696	C0241075	Skin induration
SIDE_EFFECT:1697	C0242966	Systemic inflammatory response syndrome
SIDE_EFFECT:1698	C0265031	Haemorrhoidal haemorrhage
SIDE_EFFECT:1699	C0267566	Perirectal abscess
SIDE_EFFECT:1700	C0274435	Transfusion reaction
SIDE_EFFECT:1701	C0280028	Refractory anemia with excess blasts in transformation
SIDE_EFFECT:1702	C1963864	Myelodysplastic syndrome transformation
SIDE_EFFECT:1703	C0333243	Pitting edema
SIDE_EFFECT:1704	C0519030	Pneumonia klebsiella
SIDE_EFFECT:1705	C0521499	Injection site pigmentation changes
SIDE_EFFECT:1706	C0948991	Injection site discolouration
SIDE_EFFECT:1707	C0521509	Injection site induration
SIDE_EFFECT:1708	C0549335	Bone pain aggravated
SIDE_EFFECT:1709	C0549445	Anaemia NOS aggravated
SIDE_EFFECT:1710	C0578455	Abscess limb
SIDE_EFFECT:1711	C0745528	Klebsiella sepsis
SIDE_EFFECT:1712	C0853326	Dyspnoea exacerbated
SIDE_EFFECT:1713	C0856136	Fatigue aggravated
SIDE_EFFECT:1714	C0877211	General physical health deterioration
SIDE_EFFECT:1715	C0920166	Catheter site haemorrhage
SIDE_EFFECT:1716	C0948815	Catheter site erythema
SIDE_EFFECT:1717	C0948976	Leukaemia cutis
SIDE_EFFECT:1718	C0003892	Neuropathic arthropathy
SIDE_EFFECT:1719	C0015300	Exophthalmos
SIDE_EFFECT:1720	C0018813	Myocardial rupture
SIDE_EFFECT:1721	C0023801	Lipomatosis
SIDE_EFFECT:1722	C0024528	Malaise and fatigue
SIDE_EFFECT:1723	C0029445	Osteonecrosis
SIDE_EFFECT:1724	C0030922	Peptic ulcer haemorrhage
SIDE_EFFECT:1725	C0036341	Schizophrenia
SIDE_EFFECT:1726	C0085570	Alkalosis hypokalaemic
SIDE_EFFECT:1727	C0085660	Aseptic necrosis
SIDE_EFFECT:1728	C0151514	Skin atrophy
SIDE_EFFECT:1729	C0151937	Tendon rupture
SIDE_EFFECT:1730	C0152459	Skin striae
SIDE_EFFECT:1731	C0232841	Bladder dysfunction
SIDE_EFFECT:1732	C0233514	Abnormal behaviour
SIDE_EFFECT:1733	C0235259	Cataract subcapsular
SIDE_EFFECT:1734	C0235325	Gastric haemorrhage
SIDE_EFFECT:1735	C0235409	Increased insulin requirement
SIDE_EFFECT:1736	C0235453	Steroid withdrawal syndrome
SIDE_EFFECT:1737	C0240417	Muscle mass
SIDE_EFFECT:1738	C0242339	Dyslipidaemia
SIDE_EFFECT:1739	C0262431	Spinal compression fracture
SIDE_EFFECT:1740	C0270994	Steroid myopathy
SIDE_EFFECT:1741	C0278079	Dependence psychological
SIDE_EFFECT:1742	C0333641	Atrophy
SIDE_EFFECT:1743	C0525045	Affective disorder
SIDE_EFFECT:1744	C0559031	Functional gastrointestinal disorder
SIDE_EFFECT:1745	C0730328	Central serous retinopathy
SIDE_EFFECT:1746	C0339383	Chorioretinopathy
SIDE_EFFECT:1747	C0853761	Blood potassium decreased
SIDE_EFFECT:1748	C0854100	Nitrogen balance negative
SIDE_EFFECT:1749	C0919643	Urine calcium increased
SIDE_EFFECT:1750	C1960509	Epidural lipomatosis
SIDE_EFFECT:1751	C0236993	Other sleep disturbances
SIDE_EFFECT:1752	C0795692	Hyperlactacidaemia
SIDE_EFFECT:1753	C0001849	AIDS dementia complex
SIDE_EFFECT:1754	C0004364	Autoimmune disorder
SIDE_EFFECT:1755	C0011581	Depressive disorder
SIDE_EFFECT:1756	C0013415	Dysthymic disorder
SIDE_EFFECT:1757	C0021655	Insulin resistance
SIDE_EFFECT:1758	C0023787	Lipodystrophy
SIDE_EFFECT:1759	C0877192	Lipodystrophy acquired
SIDE_EFFECT:1760	C0034902	Aplasia pure red cell
SIDE_EFFECT:1761	C0221773	Hyperamylasaemia
SIDE_EFFECT:1762	C0520573	Buffalo hump
SIDE_EFFECT:1763	C1262113	Lipohypertrophy
SIDE_EFFECT:1764	C0856151	Fat redistribution
SIDE_EFFECT:1765	C2711227	Hepatic steatosis
SIDE_EFFECT:1766	C0002064	Respiratory alkalosis
SIDE_EFFECT:1767	C0002390	Alveolitis allergic
SIDE_EFFECT:1768	C0018824	Cardiac valve disease
SIDE_EFFECT:1769	C0019156	Venoocclusive liver disease
SIDE_EFFECT:1770	C0085436	Meningitis cryptococcal
SIDE_EFFECT:1771	C0085577	Normocytic anemia
SIDE_EFFECT:1772	C0271899	Normochromic normocytic anaemia
SIDE_EFFECT:1773	C0085679	Hyperchloraemia
SIDE_EFFECT:1774	C0152063	Streptobacillary fever
SIDE_EFFECT:1775	C0854144	Septic arthritis streptobacillus
SIDE_EFFECT:1776	C0162283	Nephrogenic diabetes insipidus
SIDE_EFFECT:1777	C0232807	Function kidney decreased
SIDE_EFFECT:1778	C0232831	Hyposthenuria
SIDE_EFFECT:1779	C0235723	Reaction febrile
SIDE_EFFECT:1780	C0281856	Generalized aching
SIDE_EFFECT:1781	C0553732	Prothrombin level decreased
SIDE_EFFECT:1782	C0595885	Serum potassium decreased
SIDE_EFFECT:1783	C0919890	Hyperfibrinogenaemia
SIDE_EFFECT:1784	C0852921	Blood fibrinogen increased
SIDE_EFFECT:1785	C0948715	Infusion related reaction
SIDE_EFFECT:1786	C1504419	Pelvic haemorrhage
SIDE_EFFECT:1787	C3203358	Hypoventilation
SIDE_EFFECT:1788	C0024031	Low back pain
SIDE_EFFECT:1789	C0149904	Hepatitis cholestatic
SIDE_EFFECT:1790	C0151465	Renal abscess
SIDE_EFFECT:1791	C0151701	Pulmonary haemorrhage
SIDE_EFFECT:1792	C0234916	Rash follicular
SIDE_EFFECT:1793	C0234935	Acute urticaria
SIDE_EFFECT:1794	C0239981	Hypoalbuminaemia
SIDE_EFFECT:1795	C0857448	Serum urea increased
SIDE_EFFECT:1796	C0007166	Cardiac output decreased
SIDE_EFFECT:1797	C0007398	Catatonia
SIDE_EFFECT:1798	C0021775	Intermittent claudication
SIDE_EFFECT:1799	C0022281	Eye pruritus
SIDE_EFFECT:1800	C0259817	Xerosis
SIDE_EFFECT:1801	C0344320	Vivid dreams
SIDE_EFFECT:1802	C0701811	Short-term memory loss
SIDE_EFFECT:1803	C1456822	Claudication
SIDE_EFFECT:1804	C3665609	Conjunctival xerosis
SIDE_EFFECT:1805	C0001339	Pancreatitis acute
SIDE_EFFECT:1806	C0005694	Bladder neck obstruction
SIDE_EFFECT:1807	C0022672	Nephrosis lower nephron
SIDE_EFFECT:1808	C0032788	Postoperative hemorrhage
SIDE_EFFECT:1809	C0041105	Trismus
SIDE_EFFECT:1810	C0151205	Periorbital oedema
SIDE_EFFECT:1811	C0152032	Urinary hesitation
SIDE_EFFECT:1812	C0154946	Acute angle-closure glaucoma
SIDE_EFFECT:1813	C0235853	Pemphigoid reaction
SIDE_EFFECT:1814	C0030805	Pemphigoid
SIDE_EFFECT:1815	C0241705	Strangury
SIDE_EFFECT:1816	C0302809	Hepatitis fulminant
SIDE_EFFECT:1817	C0427108	Unsteadiness
SIDE_EFFECT:1818	C0549493	Alveolitis
SIDE_EFFECT:1819	C0699828	Serotonin syndrome
SIDE_EFFECT:1820	C0856054	Mental status changes
SIDE_EFFECT:1821	C0877055	Acute generalised exanthematous pustulosis
SIDE_EFFECT:1822	C0877398	Anaemia postoperative
SIDE_EFFECT:1823	C0919823	Cytolytic hepatitis
SIDE_EFFECT:1824	C1096035	Infusion site pain
SIDE_EFFECT:1825	C1739363	Prostatic hypertrophy
SIDE_EFFECT:1826	C1704272	Benign prostatic hyperplasia
SIDE_EFFECT:1827	C2609176	Kounis syndrome
SIDE_EFFECT:1828	C0085602	Polydipsia
SIDE_EFFECT:1829	C0151686	Growth retardation
SIDE_EFFECT:1830	C0206160	Reticulocytosis
SIDE_EFFECT:1831	C0542247	Tremulousness
SIDE_EFFECT:1832	C0232910	Teratogenicity
SIDE_EFFECT:1833	C1455782	Vagotonia
SIDE_EFFECT:1834	C0274702	Cholinergic syndrome
SIDE_EFFECT:1835	C0007971	Cheilitis
SIDE_EFFECT:1836	C0009917	Muscle contracture
SIDE_EFFECT:1837	C0333472	Epidermolysis
SIDE_EFFECT:1838	C0858867	Reticulocytopenia
SIDE_EFFECT:1839	C0007177	Cardiac tamponade
SIDE_EFFECT:1840	C0020523	Type I hypersensitivity
SIDE_EFFECT:1841	C0030593	Pars planitis
SIDE_EFFECT:1842	C0085650	Purpura fulminans
SIDE_EFFECT:1843	C0235030	Neurologic reaction
SIDE_EFFECT:1844	C0235573	Haemoglobinaemia
SIDE_EFFECT:1845	C0424489	Chapped lips
SIDE_EFFECT:1846	C0542149	Injection site phlebitis
SIDE_EFFECT:1847	C0740399	Auditory and visual hallucinations
SIDE_EFFECT:1848	C0855223	Hallucinations, mixed
SIDE_EFFECT:1849	C0856677	Accelerated hair loss
SIDE_EFFECT:1850	C1096543	Superficial punctate keratopathy
